"X1.location","X1.source","X1.target","X1.id","X1.fuzzy","X1.context","X1.translator_comments","X1.developer_comments"
"lib/Drupal/Core/Locale/CountryManager.php:183","Morocco","Marokko","","False","","",""
"modules/statistics/statistics.views.inc:58","Most recent view","Die neuste Seitenansicht","","False","","",""
"modules/forum/forum.module:46","Moving forum topics","Verschieben von Forenthemen","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:205","Mozambique","Mosambik","","False","","",""
"modules/system/system.install:1138","Multibyte string function overloading in PHP is active and must be disabled. Check the php.ini <em>mbstring.func_overload</em> setting. Please refer to the <a href=""http://php.net/mbstring"">PHP mbstring documentation</a> for more information.","„Multibyte string function overloading“ ist in PHP aktiviert und muss deaktiviert werden. Überprüfen Sie den <em>mbstring.func_overload</em> Eintrag in der php.ini. In der <a href=""http://php.net/mbstring"">PHP mbstring Dokumentation</a> finden Sie weitere Informationen.","","False","","",""
"modules/system/system.install:1142","Multibyte string input conversion in PHP is active and must be disabled. Check the php.ini <em>mbstring.encoding_translation</em> setting. Please refer to the <a href=""http://php.net/mbstring"">PHP mbstring documentation</a> for more information.","„Multibyte string input conversion“ ist in PHP aktiviert und muss deaktiviert werden. Überprüfen Sie den <em>mbstring.encoding_translation</em> Eintrag in der php.ini. In der <a href=""http://php.net/mbstring"">PHP mbstring Dokumentation</a> finden Sie weitere Informationen.","","False","","",""
"modules/language/src/Plugin/migrate/source/d7/LanguageContentSettings.php:34","Multilingual support.","Unterstützung von Mehrsprachigkeit","","False","","",""
"modules/field/src/Plugin/migrate/source/d6/Field.php:52","Multiple","Mehrfach","","False","","",""
"modules/views/src/Plugin/views/argument_validator/Entity.php:159","Multiple arguments","Mehrere Argumente","","False","","",""
"modules/views/src/Plugin/views/display/Feed.php:239","Multiple displays","Mehrere Anzeigen","","False","","",""
"modules/user/src/Plugin/views/access/Role.php:90","Multiple roles","Mehrere Rollen","","False","","",""
"modules/views/src/Plugin/views/argument_default/QueryParameter.php:52","Multiple values","Mehrere Werte","","False","","",""
"modules/taxonomy/src/Plugin/views/argument_default/Tid.php:155","Multiple-value handling","Umgang mit mehrfachen Werten","","False","","",""
"modules/responsive_image/config/schema/responsive_image.schema.yml:0","Multiplier","Multiplikator","","False","","",""
"modules/tracker/tracker.routing.yml:0","My recent content","Mein neuester Inhalt","","False","","",""
"lib/Drupal/Core/Database/Driver/mysql/Install/Tasks.php:46","MySQL, MariaDB, Percona Server, or equivalent","MySQL, MariaDB, Percona Server oder ähnliche Systeme","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:192","Myanmar (Burma)","","","False","","",""
"modules/content_translation/content_translation.admin.inc:226","N/A","n. v.","","False","","",""
"modules/user/src/UserViewsData.php:30","Name (autocomplete)","Name (Autovervollständigung)","","False","","",""
"modules/user/src/UserViewsData.php:79","Name (raw)","Name (unformatiert)","","False","","",""
"modules/views_ui/src/Form/Ajax/EditDetails.php:35","Name and description","Name und Beschreibung","","False","","",""
"modules/comment/src/CommentForm.php:181","Name for @anonymous","Name für @anonymous","","False","","",""
"modules/language/src/Form/NegotiationSessionForm.php:38","Name of the request/session parameter used to determine the desired language.","Name des Anfrage-/Sitzungs-Parameters, um die gewünschte Sprache zu bestimmen.","","False","","",""
"modules/user/config/optional/views.view.user_admin_people.yml:0","Name or email contains","Name oder E-Mail enthält","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:206","Namibia","","","False","","",""
"modules/image/image.module:82","Naming image styles","Bildstile benennen","","False","","",""
"modules/help_topics/help_topics/layout_builder.overview.html.twig:10","Navigate to the page for managing the entity type you want to add the field to. For example, to add a field to a content type, in the <em>Manage</em> administrative menu, navigate to <em>Structure</em> &gt; <a href=""@content_types""><em>Content types</em></a>.","","","False","","",""
"modules/forum/forum.module:44","Navigating in the forum","Im Forum navigieren","","False","","",""
"profiles/demo_umami/config/install/tour.tour.umami-front.yml:0","Navigation","","","False","","",""
"misc/entity-form.js:0","Needs to be updated","Aktualisierung erforderlich","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:212","Netherlands","Niederlande","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:49","Netherlands Antilles","Niederländische Antillen","","False","","",""
"modules/quickedit/js/models/EntityModel.js:0","Network problem!","Netzwerkproblem!","","False","","",""
"modules/system/src/Form/FileSystemForm.php:141","Never","Nie","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:217","New Zealand","Neuseeland","","False","","",""
"modules/book/book.js:0","New book","Neues Buch","","False","","",""
"modules/comment/comment.tokens.inc:41","New comment count","Neuer Kommentar-Zähler","","False","","",""
"modules/forum/forum.module:610","New comments","Neue Kommentare","","False","","",""
"modules/migrate/src/MigrateExecutable.php:241","New object was not saved, no error provided","Neues Objekt wurde nicht gespeichert, kein Fehler gemeldet","","False","","",""
"modules/forum/forum.module:570","New posts","Neue Beiträge","","False","","",""
"modules/update/update.module:537","New release(s) available for @site_name","Neue Veröffentlichung(en) für @site_name verfügbar","","False","","",""
"misc/entity-form.js:0","New revision","Neue Revision","","False","","",""
"modules/comment/config/schema/comment.views.schema.yml:0","Newer of last comment / entity updated","Das Aktuellere von «letzter Kommentar» oder «Entität aktualisiert»","","False","","",""
"modules/comment/config/schema/comment.views.schema.yml:0;0","Newer of last comment / node updated","Neuester der aktuellsten Kommentare aktualisiert/Inhalt aktualisiert","","False","","",""
"modules/media_library/config/install/views.view.media_library.yml:0","Newest first","Neueste zuerst","","False","","",""
"themes/claro/templates/pager.html.twig:105","Next","Weiter","","False","","",""
"profiles/demo_umami/config/optional/views.view.media.yml:0","Next ›","Nächste ›","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:211","Nicaragua","","","False","","",""
"modules/tracker/tracker.views.inc:23;86","Nid","Beitrags-ID","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:208","Niger","","","False","","",""
"modules/views/src/Plugin/views/access/AccessPluginBase.php:25","No Access","Kein Zugriff","","False","","",""
"modules/filter/src/Plugin/Filter/FilterHtmlEscape.php:39","No HTML tags allowed.","Keine HTML-Tags erlaubt.","","False","","",""
"modules/views/src/Plugin/views/field/BulkForm.php:422","No access to execute %action on the @entity_type_label %entity_label.","Kein Zugriff zum Ausführen von %action für @entity_type_label %entity_label.","","False","","",""
"includes/batch.inc:45","No active batch.","Keine aktive Batch.","","False","","",""
"modules/ban/src/Form/BanAdmin.php:95","No blocked IP addresses available.","Keine gesperrten IP-Adressen vorhanden.","","False","","",""
"modules/block/src/Controller/BlockLibraryController.php:173","No blocks available.","Keine Blöcke verfügbar.","","False","","",""
"modules/block/src/BlockListBuilder.php:256","No blocks in this region","Keine Blöcke in dieser Region","","False","","",""
"modules/book/src/Form/BookAdminEditForm.php:152","No book content available.","Kein Buchinhalt verfügbar.","","False","","",""
"modules/views/config/schema/views.cache.schema.yml:0","No caching","Kein Zwischenspeichern","","False","","",""
"modules/views/src/Plugin/views/cache/None.php:5","No caching of Views data.","Daten von Ansichten nicht zwischenspeichern.","","False","","",""
"modules/book/src/Form/BookOutlineForm.php:116","No changes were made","Es wurden keine Änderungen vorgenommen.","","False","","",""
"modules/comment/config/optional/views.view.comments_recent.yml:0","No comments available.","Keine Kommentare verfügbar.","","False","","",""
"modules/node/src/NodeTypeListBuilder.php:58","No content types available. <a href="":link"">Add content type</a>.","Kein Inhaltstyp verfügbar. <a href="":link"">Inhaltstyp hinzufügen</a>.","","False","","",""
"modules/link/src/Plugin/Validation/Constraint/LinkExternalProtocolsConstraint.php:7","No dangerous external protocols","","","False","Validation","",""
"modules/views/src/Plugin/views/style/Table.php:390","No default sort","Keine Standardsortierung","","False","","",""
"modules/image/image.module:266","No defined styles","Keine definierten Stile","","False","","",""
"modules/simpletest/src/TestBase.php:755","No error logged yet.","Es wurden noch keine Fehler protokolliert.","","False","","",""
"modules/aggregator/src/Controller/AggregatorController.php:163","No feeds available. <a href="":link"">Add feed</a>.","Keine Feeds verfügbar. <a href="":link"">Feed hinzufügen</a>.","","False","","",""
"modules/field_ui/src/Form/EntityDisplayFormBase.php:128","No field is displayed.","Es wird kein Feld angezeigt.","","False","","",""
"modules/field_ui/src/Form/EntityDisplayFormBase.php:132","No field is hidden.","Es ist kein Feld ausgeblendet.","","False","","",""
"modules/views_ui/views_ui.theme.inc:251","No filters have been added.","Keine Filter wurden hinzugefügt.","","False","","",""
"modules/forum/src/Controller/ForumController.php:183","No forums defined","Es wurden noch keine Foren definiert.","","False","","",""
"profiles/demo_umami/config/install/views.view.frontpage.yml:0","No front page content has been created yet.","","","False","","",""
"modules/node/config/optional/views.view.frontpage.yml:0","No front page content has been created yet.<br/>Follow the <a target=""_blank"" href=""https://www.drupal.org/docs/user_guide/en/index.html"">User Guide</a> to start building your site.","Es wurde noch kein Inhalt für die Startseite erstellt.<br>Lesen Sie das <a target=""_blank"" href=""https://www.drupal.org/de/docs/user_guide/de/index.html""> Benutzerhandbuch</a>, um mehr über das Erstellen von Webseiten mit Drupal zu erfahren.","","False","","",""
"lib/Drupal/Core/Render/Element/Table.php:270","No item selected.","Kein Eintrag ausgewählt.","","False","","",""
"modules/views/src/Plugin/views/field/BulkForm.php:467","No items selected.","Keine Einträge ausgewählt.","","False","","",""
"modules/locale/src/Form/ExportForm.php:87","No language available. The export will only contain source strings.","Keine Sprache verfügbar. Der Export enthält nur Quellzeichenketten.","","False","","",""
"lib/Drupal/Core/Field/Plugin/Field/FieldFormatter/EntityReferenceLabelFormatter.php:51","No link","Keine Verlinkung","","False","","",""
"modules/views/src/Plugin/views/display/Page.php:210","No menu","Kein Menü","","False","","",""
"modules/views/src/Plugin/views/display/Page.php:261","No menu entry","Kein Menüeintrag","","False","","",""
"modules/content_moderation/config/optional/views.view.moderated_content.yml:0","No moderated content available. Only pending versions of content, such as drafts, are listed here.","Es stehen keine moderierten Inhalte zur Verfügung. In diesem Bereich werden ausschliesslich ausstehende Inhaltsversion, z. B. Entwürfe, angezeigt.","","False","","",""
"themes/stable/templates/admin/system-modules-uninstall.html.twig:67","No modules are available to uninstall.","Keine Module zum Deinstallieren verfügbar.","","False","","",""
"modules/path/src/PathAliasListBuilder.php:123","No path aliases available. <a href="":link"">Add URL alias</a>.","","","False","","",""
"modules/views/src/Plugin/views/display/PathPluginBase.php:418","No path is set","Kein Pfad angegeben","","False","","",""
"modules/system/src/Controller/DbUpdateController.php:344","No pending updates.","Keine ausstehenden Aktualisierungen.","","False","","",""
"modules/user/config/optional/views.view.user_admin_people.yml:0","No people available.","Keine Personen verfügbar.","","False","","",""
"modules/views/src/Plugin/views/display/PathPluginBase.php:504","No query allowed.","Keine Abfrage erlaubt.","","False","","",""
"modules/views_ui/src/ViewUI.php:770;786","No query was run","Es wurde keine Abfrage ausgeführt","","False","","",""
"modules/views_ui/views_ui.theme.inc:505","No results behavior","Verhalten, wenn keine Ergebnisse vorliegen","","False","","",""
"modules/views/src/Plugin/views/field/FieldPluginBase.php:1066","No results text","Text für keine Ergebnisse","","False","","",""
"modules/system/system.admin.inc:291;292","No screenshot","Kein Screenshot","","False","","",""
"modules/search/src/SearchPageListBuilder.php:307","No search pages have been configured.","Es wurden keine Suchseiten konfiguriert.","","False","","",""
"modules/shortcut/src/Form/SetCustomize.php:37","No shortcuts available. <a href="":link"">Add a shortcut</a>","Es gibt noch keine Verknüpfungen.  <a href="":link"">Fügen Sie eine  Verknüpfung hinzu.</a>","","False","","",""
"modules/locale/src/Form/TranslateEditForm.php:51","No strings available.","Keine Zeichenketten verfügbar.","","False","","",""
"modules/simpletest/src/Form/SimpletestTestForm.php:124","No tests to display.","Keine Tests zum Anzeigen.","","False","","",""
"modules/views/src/Plugin/views/field/FieldPluginBase.php:797","No transform","Keine Umwandlung","","False","","",""
"modules/content_translation/src/Controller/ContentTranslationController.php:290","No translatable fields","Keine übersetzbaren Felder","","False","","",""
"modules/locale/src/Form/TranslationStatusForm.php:133","No translatable languages available. <a href="":add_language"">Add a language</a> first.","Es gibt keine Sprachen, für die Übersetzungen angefertigt werden können. zunächst muss  <a href="":add_language"">eine Sprache hinzugefügt</a> werden.","","False","","",""
"modules/comment/src/Plugin/views/argument/UserUid.php:60","No user","Keine Benutzer","","False","","",""
"modules/user/src/Plugin/views/field/UserBulkForm.php:38","No users selected.","Keine Benutzer ausgewählt.","","False","","",""
"modules/views/src/Plugin/views/filter/InOperator.php:451","No valid values found on filter: @filter.","Keine gültigen Werte für den Filter @filter gefunden.","","False","","",""
"modules/views/src/Plugin/views/row/EntityRow.php:229","No view mode selected","Kein Ansichtsmodus ausgewählt","","False","","",""
"modules/node/src/Plugin/Condition/NodeType.php:11","Node","Beitrag","","False","","",""
"modules/node/node.install:31","Node Access Permissions","Zugriffsberechtigungen für Nodes","","False","","",""
"modules/node/src/Plugin/Condition/NodeType.php:11","Node Bundle","Beitrags-Subtyp","","False","","",""
"modules/views/config/schema/views.argument.schema.yml:0","Node Creation Time","Erstellungszeitpunkt des Inhalts","","False","","",""
"modules/node/config/schema/node.views.schema.yml:0","Node bulk form","Massenformular für Inhalte","","False","","",""
"modules/taxonomy/taxonomy.tokens.inc:40;62","Node count","Anzahl der Beiträge","","False","","",""
"modules/node/src/ContextProvider/NodeRouteContext.php:69","Node from URL","Url des Formulars zum Bearbeiten des Inhalts","","False","","",""
"modules/node/config/schema/node.views.schema.yml:0","Node link","Link zum Beitrag","","False","","",""
"modules/node/config/schema/node.views.schema.yml:0","Node revisions of an user","Beitragsrevisionen eines Benutzers","","False","","",""
"modules/node/src/Plugin/EntityReferenceSelection/NodeSelection.php:8","Node selection","Beitragsauswahl","","False","","",""
"modules/node/config/schema/node.schema.yml:0","Node settings","Beitragseinstellungen","","False","","",""
"modules/node/config/schema/node.views.schema.yml:0","Node status","Beitragsstatus","","False","","",""
"modules/comment/config/schema/comment.views.schema.yml:0","Node user posted comment","Node-Nutzer hat einen Kommentar geschriebn","","False","","",""
"modules/node/node.tokens.inc:18","Nodes","Beiträge","","False","","",""
"modules/tracker/config/schema/tracker.views.schema.yml:0","Nodes user posted/commented on","Beiträge, die ein Nutzer verfasst oder für die er einen Kommentar hinterlassen hat.","","False","","",""
"modules/locale/src/Form/TranslateFormBase.php:200","Non-customized translation","Nicht angepasste Übersetzung","","False","","",""
"themes/stable/templates/admin/views-ui-view-info.html.twig:20","None","Keine","","False","","",""
"modules/image/src/Plugin/Field/FieldFormatter/ImageFormatter.php:115","None (original image)","Keine (Originalbild)","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:209","Norfolk Island","Norfolkinsel","","False","","",""
"modules/views/src/Plugin/views/display/Page.php:262","Normal menu entry","Normaler Menüeintrag","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:190","North Macedonia","","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:195","Northern Mariana Islands","Nördliche Marianen","","False","","",""
"lib/Drupal/Core/Locale/CountryManager.php:213","Norway","Norwegen","","False","","",""
"modules/language/config/install/language.entity.zxx.yml:0","Not applicable","","","False","","",""
"modules/simpletest/simpletest.install:36;45","Not found","Nicht gefunden","","False","","",""
"modules/system/system.install:591","Not fully protected","Nicht vollständig geschützt","","False","","",""
"modules/book/book.js:0","Not in book","Nicht im Buch","","False","","",""
"modules/menu_ui/menu_ui.js:0","Not in menu","Nicht im Menü","","False","","",""
"modules/node/src/NodeForm.php:142","Not published","Nicht veröffentlicht","","False","","",""
"modules/block/js/block.js:0;0","Not restricted","Uneingeschränkt","","False","","",""
"modules/node/src/NodeForm.php:149","Not saved yet","Noch nicht gespeichert","","False","","",""
"modules/update/update.install:140","Not secure!","Unsicher!","","False","","",""
"modules/content_translation/src/Controller/ContentTranslationController.php:296","Not translated","Nicht übersetzt","","False","","",""
"modules/system/system.install:804","Not writable","Nicht beschreibbar","","False","","",""
"lib/Drupal/Core/Validation/Plugin/Validation/Constraint/NotNullConstraint.php:7","NotNull","","","False","Validation","",""
"modules/locale/locale.module:178","Note that importing large .po files may take several minutes.","Achtung: der Import grosser .po-Dateien kann mehrere Minuten dauern.","","False","","",""
"modules/locale/src/Form/ExportForm.php:183","Nothing to export.","Nichts zum Exportieren.","","False","","",""
"lib/Drupal/Core/Logger/RfcLogLevel.php:99","Notice","Hinweis","","False","","",""
"modules/user/src/AccountSettingsForm.php:190","Notification email address","E-Mail-Adresse für Benachrichtigungen","","False","","",""
"modules/update/config/schema/update.schema.yml:0","Notification settings","Benachrichtigungseinstellungen","","False","","",""
"modules/user/src/Form/UserMultipleCancelConfirm.php:184","Notify user when account is canceled","Den Benutzer benachrichtigen, wenn das Benutzerkonto gelöscht wurde.","","False","","",""
"modules/user/config/schema/user.schema.yml:0","Notify user when password reset","Benutzer benachrichtigen, wenn Passwort zurückgesetzt","","False","","",""
"modules/locale/locale.datepicker.js:0","Nov","Nov.","","False","","",""
"lib/Drupal/Core/Datetime/DateHelper.php:126","Nov","","","False","Abbreviated month name","",""
"lib/Drupal/Core/Field/Plugin/Field/FieldType/DecimalItem.php:10","Number (decimal)","Nummer (Dezimalzahl)","","False","","",""
"lib/Drupal/Core/Field/Plugin/Field/FieldType/FloatItem.php:10","Number (float)","Gleitkommazahl","","False","","",""
"lib/Drupal/Core/Field/Plugin/Field/FieldType/IntegerItem.php:9","Number (integer)","Zahl (Ganzzahl)","","False","","",""
"config/schema/core.entity.schema.yml:0","Number decimal display format settings","Anzeigeformat-Einstellungen für Dezimalzahlen","","False","","",""
"modules/views/src/Plugin/views/style/Grid.php:50","Number of columns","Anzahl der Spalten","","False","","",""
"modules/comment/src/Plugin/Field/FieldType/CommentItem.php:76","Number of comments","Anzahl der Kommentare","","False","","",""
"modules/comment/src/Plugin/migrate/source/d7/CommentType.php:84","Number of comments visible per page.","Anzahl der angezeigten Kommentare pro Seite.","","False","","",""
"modules/statistics/src/Plugin/Block/StatisticsPopularBlock.php:118","Number of day's top views to display","Anzahl der häufigsten Aufrufe des Tages","","False","","",""
"modules/search/src/SearchPageListBuilder.php:233","Number of items to index per cron run","Anzahl der Objekte, die in einem Cron-Lauf indexiert werden","","False","","",""
"modules/system/config/schema/system.schema.yml:0","Number of leading lines in a diff","Anzahl der anführenden Zeilen in einem Diff","","False","","",""
"modules/system/src/Plugin/Block/SystemMenuBlock.php:111","Number of levels to display","Anzahl der anzuzeigenden Ebenen","","False","","",""
"modules/statistics/src/Plugin/Block/StatisticsPopularBlock.php:132","Number of most recent views to display","Anzahl der neuesten Seitenzugriffe, die angezeigt werden sollen","","False","","",""
"modules/language/src/Plugin/migrate/source/Language.php:26","Number of plural indexes in this language.","Anzahl von Pluralindexen in dieser Sprache.","","False","","",""
"modules/views/src/Plugin/views/argument/ArgumentPluginBase.php:651","Number of records","Anzahl der Einträge","","False","","",""
"lib/Drupal/Core/Field/Plugin/Field/FieldWidget/EntityReferenceAutocompleteWidget.php:50","Number of results","","","False","","",""
"lib/Drupal/Core/Field/Plugin/Field/FieldWidget/StringTextareaWidget.php:58","Number of rows: @rows","Anzahl der Zeilen: @rows","","False","","",""
"modules/forum/src/Plugin/Block/ForumBlockBase.php:68","Number of topics","Anzahl der Inhalte","","False","","",""
"modules/system/config/schema/system.schema.yml:0","Number of trailing lines in a diff","Anzahl der abschliessenden Zeilen in einem Diff","","False","","",""
"modules/field_ui/src/Form/FieldStorageConfigEditForm.php:187","Number of values is required.","Anzahl der Werte ist erforderlich.","","False","","",""
"modules/statistics/statistics.module:166","Number of views","Anzahl der Seitenabrufe","","False","","",""
"modules/statistics/config/schema/statistics.views.schema.yml:0","Numeric values from the statistics module","Numerische Werte, die vom Statistics-Modul bereitgestellt werden.","","False","","",""
"modules/views/src/Plugin/views/argument/NumericArgument.php:125","Numerical","","","False","Sort order","",""
"modules/quickedit/js/util.js:0","OK","","","False","","",""
"modules/views/src/Plugin/views/style/Opml.php:7","OPML Feed","OPML-Feed","","False","","",""
"modules/views/src/Plugin/views/row/OpmlFields.php:7","OPML fields","OPML-Felder","","False","","",""
"modules/rest/config/schema/rest.schema.yml:0","OPTIONS method settings","Einstellungen der OPTIONS-Methode","","False","","",""
"modules/views_ui/src/ViewEditForm.php:1158;1166","OR","ODER","","False","","",""
"modules/field/src/Plugin/migrate/source/d7/FieldOptionTranslation.php:53","Object ID","","","False","","",""
"modules/locale/locale.datepicker.js:0","Oct","Okt.","","False","","",""
"lib/Drupal/Core/Datetime/DateHelper.php:125","Oct","","","False","Abbreviated month name","",""
"modules/locale/locale.datepicker.js:0","October","","","False","Long month name","",""
"profiles/standard/config/install/core.base_field_override.node.page.promote.yml:0","Off","Aus","","False","","",""
"modules/views/src/Plugin/views/pager/SqlBase.php:395","Offset must be a number greater than or equal to 0.","Der Wert für den Versatz muss grösser oder gleich 0 sein.","","False","","",""
"modules/views_ui/src/ViewUI.php:331","Ok","","","False","","",""
"modules/migrate_drupal_ui/src/Form/OverviewForm.php:46","Old site","Alte Seite","","False","","",""
"modules/views/src/Plugin/views/wizard/WizardPluginBase.php:663","Oldest first","Älteste zuerst","","False","","",""
"modules/search/src/Plugin/views/filter/Search.php:76","On empty input","Bei leerer Eingabe","","False","","",""
"config/schema/core.data_types.schema.yml:0","On label","Beschriftung „Aktiv“","","False","","",""
"modules/page_cache/page_cache.module:26","On the <a href="":cache-settings"">Performance page</a>, you can configure how long browsers and proxies may cache pages based on the Cache-Control header; this setting is ignored by the Internal Page Cache module, which caches pages permanently until invalidation, unless they carry an Expires header. There is no other configuration.","Auf der Seite <a href="":cache-settings"">Leistung</a>, kann auf Basis der Meta-Angabe Cache-Control eingestellt werden, wie lange Browser und Proxys Websites zwischenspeichern. Diese Einstellung wird vom Internal-Page-Cache-Modul ignoriert, dass Seiten dauerhaft speichern kann, bis diese geändert werden, solange diese Seiten keine Meta-Angaben mit entsprechendem Ablaufdatum enthalten. Weitere Einstellungsmöglichkeiten sind nicht vorhanden.","","False","","",""
"modules/contact/contact.module:32","On the <a href="":contact_admin"">Contact forms page</a>, you can configure the fields and display of the personal contact form, and you can set up one or more site-wide contact forms. Each site-wide contact form has a machine name, a label, and one or more defined recipients; when a site visitor submits the form, the field values are sent to those recipients.","Auf der Seite <a href="":contact_admin"">Kontaktformular</a> können die Felder und die Anzeige des persönlichen Kontaktformulars konfiguriert werden. Ausserdem können dort weitere Kontaktformulare erstellt werden, auf die von der gesamten Website aus aufgerufen werden können. Jedes dieser Kontaktformulare hat einen Systemnamen eine Beschriftung und einen oder mehrere vorgegebene Empfänger. Wenn ein Besucher auf der Website ein Formular abschickt, werden die Angaben in den Feldern des Formulars an den Empfänger übermittelt.","","False","","",""
"modules/migrate_drupal_ui/migrate_drupal_ui.module:26","On the <a href="":upgrade"">Upgrade</a> page, you are guided through performing the upgrade in several steps.","Auf der Seite <a href="":upgrade"">Upgrade</a> kann das Upgrade in mehreren Schritten durchgeführt werden.","","False","","",""
"modules/field_ui/field_ui.module:35","On the <em>Manage display</em> page of your entity type or sub-type, you can configure how each field is displayed by default and in each view mode. If your entity type has multiple view modes, you can toggle between the view modes at the top of the page, and you can toggle whether each view mode uses the default settings or custom settings in the <em>Custom display settings</em> section. For each field in each view mode, you can choose whether and how to display the label of the field from the <em>Label</em> drop-down list. You can also select the formatter to use for display; some formatters have configuration options, which you can edit using the Edit button (which looks like a wheel). You can also change the display order of fields. You can exclude a field from a specific view mode by choosing <em>Hidden</em> from the formatter drop-down list, or by dragging it into the <em>Disabled</em> section.","Auf der Seite <em>Anzeige verwalten</em> eines Entitätstyps oder Entitäts-Subtyps kann die Anzeige jedes einzelnen Feldes für jeden vorhandenen Anzeigemodus separat angepasst werden. Wenn der Entitätstyp mehrere Anzeigemodi enthält, kann am oberen Rand der Seite zwischen den einzelnen Anzeigemodi gewechselt werden. Im Abschnitt <em> Benutzerdefinierte Anzeigeeinstellungen</em> kann für jeden einzelnen Anzeigemodus entschieden werden, ob die benutzerdefinierten Einstellungen oder die Standardeinstellungen verwendet werden sollen. Im Drop-Down-Menü mit der Beschriftung <em>Beschriftung</em> kann für jedes Feld die gewünschte Beschriftung festgelegt werden. Sie können ausserdem ein Anzeigeformat jedes einzelnen Feldes wählen. Einige Anzeigeformate bieten Konfigurationseinstellungen, die über den Button Bearbeiten (der wie ein Zahnrad aussieht) angepasst werden können.  Auch die Anzeigereihenfolge der Felder kann angepasst werden. Ein Feld kann aus einem bestimmten Anzeigemodus ausgeschlossen werden, indem <em>Ausgeblendet</em> aus dem Dropdown-Menü Format ausgewählt wird, oder indem das Feld mit Hilfe der Maus im Abschnitt <em>Deaktiviert</em> platziert wird.","","False","","",""
"modules/text/text.module:32","On the <em>Manage display</em> page you can choose to display a trimmed version of the text, and if so, where to cut off the text.","Auf der Seite <em>Anzeige Verwalten</em> kann ausgewählt werden, dass eine gekürzte Version des Textes angezeigt werden soll. Wird diese Auswahl getroffen, wird der Text gekürzt.","","False","","",""
"modules/image/image.module:92","On the <em>Manage display</em> page, you can choose the image formatter, which determines the image style used to display the image in each display mode and whether or not to display the image as a link. On the <em>Manage form display</em> page, you can configure the image upload widget, including setting the preview image style shown on the entity edit form.","Auf der Seite <em>Anzeige verwalten</em> kann das Anzeigeformat ausgewählt werden, das darüber entscheidet, welcher Bildstil in welchem Anzeigemodus zur Darstellung von Bildern wird und ob das Steuerelement zum Hochladen von Bildern konfiguriert werden kann. Dies beinhaltet auch die Konfiguration des Bildstiels für das Vorschaubild auf dem Bearbeitungsformualr.","","False","","",""
"modules/help_topics/help_topics/field_ui.add_field.html.twig:14","On the next screen, optionally edit the settings for the field, which vary depending on what field type you are creating. For all fields, you can edit the <em>Label</em>, <em>Help text</em> (text to be displayed below the field on the content editing page), and <em>Required field</em> (to make it so a value must be entered in order to save the content when editing). You can also configure a default value for the field.","","","False","","",""
"modules/help_topics/help_topics/field_ui.reference_field.html.twig:13","On the next screen, verify that the type of entity you want to reference is shown in <em>Type of item to reference</em>, or select it if not. Enter a value for <em>Allowed number of values</em>. You can limit the field to one value per entity item, a set number of values, or set it to have unlimited values. Click <em>Save field settings</em>.","","","False","","",""
"modules/editor/editor.module:39","Once a text editor is associated with a text format, you can configure it by clicking on the <em>Configure</em> link for this format. Depending on the specific text editor, you can configure it for example by adding buttons to its toolbar. Typically these buttons provide formatting or editing tools, and they often insert HTML tags into the field source. For details, see the help page of the specific text editor.","Wenn ein Texteditor einem Textformat zugeordnet wurde, können die Einstellungen für den Texteditor durch einen Klick auf den Link <em>Konfigurieren</em> festgelegt werden. Abhängig davon welcher Texteditor verwendet wird, kann beispielsweise ein Button zur Toolbar des Texteditors hinzufügt werdem. Normalerweise bieten diese Buttons Formatierungs- oder Bearbeitungswerkzeuge. Oft fügen die Buttons auch HTML-Tags in den Quelltext des Feldes ein. Weitere Informationen stehen auf den Hilfeseiten des entsprechenden Texteditors zur Verfügung.","","False","","",""
"modules/quickedit/quickedit.module:33","Once quick edit mode is activated, you will be able to edit the individual fields of your content. In the default theme, with a JavaScript-enabled browser and a mouse, the output of different fields in your content is outlined in blue, a pop-up gives the field name as you hover over the field output, and clicking on a field activates the editor. Closing the pop-up window ends quick edit mode.","Wenn der Schnellbearbeitungsmodus aktiviert ist, können die einzelnen Felder der Inhalte direkt bearbeitet werden. Im Standard-Theme funktioniert dies wenn Javascript in Ihrem Browser aktiviert ist in Verbindung mit der Maus. Die Ausgabe der verschiedenen Felder Ihrer Inhalte werden bei aktiviertem Schnellbearbeitungsmodus blau hervorgehoben.","","False","","",""
"modules/media_library/src/Plugin/Field/FieldWidget/MediaLibraryWidget.php:443","One media item remaining.","Ein Medieneintrag verbleibend.","","False","","",""
"modules/views/src/Plugin/views/argument_validator/Entity.php:162","One or more IDs separated by , or +","Eine oder mehrere IDs, getrennt durch , oder +","","False","","",""
